Record_ID,State,District,Year,Season,Crop,Area_Hectares,Production_Tonnes,Yield_Tonnes_Per_Hectare,Rainfall_mm,Temperature_C,Humidity_Percentage,Soil_Type,Irrigation_Type,Fertilizer_Used_kg,Pesticide_Used_kg,Farmer_Category,Organic_Farming,Labor_Count,Market_Price_per_Tonne,Production_Cost,Revenue,Profit,Crop_Quality,Region
125,Bihar,Patna,2019,Rabi,Onion,183.53,2250.08,12.26,2045.0,27.1,97.3,Alluvial,Tube Well,17326.97,976.01,Small,No,4,1702.57,10157184.55,3830918.71,-6326265.84,Poor,East
126,Maharashtra,Kolhapur,2019,Rabi,Pulses,157.28,102.23,0.65,1182.6,14.9,51.1,Sandy,Drip,18947.97,889.17,Small,No,2,6387.28,2657468.98,652971.63,-2004497.35,Good,West
127,Rajasthan,Udaipur,2018,Kharif,Tomato,475.97,10100.08,21.22,1213.4,29.7,72.2,Laterite,Rain-fed,46734.67,4873.37,Small,Yes,1,1897.89,21963315.82,19168840.83,-2794474.99,Good,North
128,Maharashtra,Nagpur,2025,Rabi,Barley,275.31,528.6,1.92,2347.8,38.8,49.3,Black,Rain-fed,32070.71,3272.76,Small,No,2,1648.85,6880857.71,871582.11,-6009275.6,Average,West
129,Rajasthan,Jaipur,2025,Zaid,Tomato,388.04,11357.93,29.27,1805.0,22.3,76.9,Clay,Rain-fed,24538.65,982.36,Small,No,1,1441.1,24690918.42,16367912.92,-8323005.5,Good,North
130,Uttar Pradesh,Meerut,2022,Whole Year,Sugarcane,476.25,41376.6,86.88,2464.0,14.7,80.0,Laterite,Canal,85224.02,5018.5,Small,No,2,294.62,34710942.36,12190373.89,-22520568.47,Excellent,North
131,Odisha,Sambalpur,2025,Rabi,Maize,314.28,685.13,2.18,2404.3,36.9,52.2,Clay,Sprinkler,43137.6,3347.24,Small,No,5,1301.48,9063173.35,891682.99,-8171490.36,Poor,East
132,West Bengal,Siliguri,2023,Zaid,Tomato,398.04,13294.54,33.4,2492.1,27.3,45.8,Alluvial,Sprinkler,46420.81,969.84,Large,No,11,759.73,26635357.39,10100260.87,-16535096.52,Good,East
133,Punjab,Ludhiana,2020,Kharif,Bajra,1.34,1.98,1.48,2096.9,14.6,72.0,Red,Sprinkler,71.11,6.65,Small,No,2,1431.07,21783.1,2833.52,-18949.58,Poor,North
134,Bihar,Gaya,2024,Rabi,Pulses,352.15,309.89,0.88,484.8,17.9,74.4,Black,Canal,48379.63,3517.34,Large,No,14,6194.25,5032036.39,1919536.13,-3112500.26,Good,East
135,Bihar,Patna,2019,Kharif,Soybean,440.61,757.85,1.72,2284.2,14.7,99.4,Red,Canal,50349.02,481.68,Medium,No,7,4128.08,7476210.43,3128465.43,-4347745.0,Good,East
136,Telangana,Karimnagar,2021,Rabi,Wheat,70.87,262.93,3.71,1119.5,25.0,83.3,Red,Sprinkler,9230.6,264.33,Medium,No,8,2267.38,2298212.71,596162.22,-1702050.49,Average,South
137,Telangana,Nizamabad,2021,Kharif,Jowar,374.17,306.82,0.82,2703.9,43.4,59.6,Black,Drip,41136.83,2818.71,Small,No,3,2153.75,4235540.34,660813.57,-3574726.77,Poor,South
138,Andhra Pradesh,Nellore,2023,Kharif,Jowar,381.6,812.81,2.13,148.4,12.4,41.0,Black,Canal,65946.28,2052.14,Small,No,4,1796.5,5351090.6,1460213.16,-3890877.44,Good,South
139,Tamil Nadu,Tiruchirappalli,2020,Whole Year,Sugarcane,155.64,9699.48,62.32,2443.4,28.8,51.3,Clay,Canal,12984.07,904.63,Large,No,17,288.62,12043321.03,2799463.92,-9243857.11,Average,South
140,Andhra Pradesh,Vijayawada,2022,Rabi,Pulses,60.6,79.39,1.31,575.1,43.4,61.8,Clay,Sprinkler,3840.51,145.21,Medium,No,5,6928.58,744989.89,550059.97,-194929.92,Good,South
141,Maharashtra,Kolhapur,2019,Whole Year,Sugarcane,248.58,14198.89,57.12,2592.1,15.8,32.6,Black,Tube Well,33403.4,563.95,Medium,Yes,4,348.41,18722841.51,4947035.26,-13775806.25,Good,West
142,Assam,Guwahati,2024,Kharif,Cotton,124.88,64.94,0.52,2495.4,30.0,29.6,Clay,Canal,8130.71,1229.78,Large,No,12,6753.98,6450152.62,438603.46,-6011549.16,Poor,Northeast
143,Maharashtra,Nashik,2019,Rabi,Jowar,4.98,7.22,1.45,981.3,31.8,57.1,Sandy,Rain-fed,894.86,47.48,Medium,No,7,1605.4,96233.4,11590.99,-84642.41,Excellent,West
144,Tamil Nadu,Madurai,2018,Kharif,Soybean,379.71,691.07,1.82,991.8,17.2,98.6,Laterite,Rain-fed,66284.42,4441.91,Small,No,1,4421.27,10124867.34,3055407.06,-7069460.28,Good,South
145,West Bengal,Durgapur,2025,Rabi,Potato,290.8,7153.68,24.6,1243.6,30.7,25.0,Clay,Drip,21271.45,1125.66,Small,No,3,1054.45,14004543.03,7543197.88,-6461345.15,Excellent,East
146,Madhya Pradesh,Bhopal,2019,Kharif,Maize,83.02,281.44,3.39,1654.2,43.8,36.6,Alluvial,Rain-fed,6400.93,192.53,Small,No,5,1324.2,2465938.62,372682.85,-2093255.77,Average,Central
147,Haryana,Hisar,2023,Kharif,Groundnut,338.91,782.88,2.31,190.1,24.2,56.2,Clay,Tube Well,25411.26,2061.41,Medium,Yes,4,5539.44,7908235.07,4336716.79,-3571518.28,Excellent,North
148,Gujarat,Rajkot,2019,Rabi,Barley,458.8,1399.34,3.05,673.5,32.6,84.7,Black,Sprinkler,26222.2,5214.3,Small,No,4,1910.84,8694253.98,2673914.85,-6020339.13,Excellent,West
149,Telangana,Karimnagar,2020,Kharif,Soybean,454.24,649.56,1.43,531.0,31.5,69.4,Clay,Sprinkler,49895.91,4865.17,Small,Yes,4,3964.2,12037579.27,2574985.75,-9462593.52,Average,South
150,Telangana,Khammam,2018,Rabi,Groundnut,240.36,394.19,1.64,1740.4,21.3,41.6,Black,Sprinkler,29707.6,317.84,Medium,No,11,5294.15,7571972.75,2086900.99,-5485071.76,Poor,South
151,Uttar Pradesh,Lucknow,2021,Rabi,Pulses,134.0,209.04,1.56,262.1,44.9,37.6,Laterite,Sprinkler,22904.47,1595.53,Small,No,3,7015.53,2542819.6,1466526.39,-1076293.21,Average,North
152,Punjab,Patiala,2020,Rabi,Barley,418.51,1581.97,3.78,1672.2,16.1,23.0,Black,Drip,51992.66,510.25,Small,No,5,1600.73,6823761.8,2532306.84,-4291454.96,Good,North
153,Assam,Dibrugarh,2018,Kharif,Rice,293.72,1301.18,4.43,2554.8,40.1,96.8,Alluvial,Rain-fed,35846.27,1381.12,Small,No,4,2054.29,12986313.44,2673001.06,-10313312.38,Good,Northeast
154,Uttar Pradesh,Varanasi,2023,Kharif,Cotton,189.81,91.11,0.48,615.4,10.1,76.2,Sandy,Rain-fed,30199.91,1799.23,Medium,No,9,6842.08,10285479.73,623381.91,-9662097.82,Good,North
155,Andhra Pradesh,Vijayawada,2025,Rabi,Maize,372.93,1868.38,5.01,586.9,41.0,27.1,Clay,Sprinkler,38235.84,1460.89,Small,Yes,3,2116.17,6964118.84,3953809.7,-3010309.14,Excellent,South
156,Gujarat,Surat,2024,Kharif,Bajra,176.26,380.72,2.16,2387.3,30.2,80.7,Red,Drip,18186.55,1725.79,Small,Yes,3,2098.8,2062427.43,799055.14,-1263372.29,Excellent,West
157,West Bengal,Kolkata,2019,Kharif,Soybean,352.55,616.96,1.75,1861.2,25.2,24.3,Alluvial,Drip,62195.38,1939.76,Medium,No,12,3765.26,6578512.47,2323014.81,-4255497.66,Good,East
158,Punjab,Jalandhar,2025,Kharif,Maize,181.05,537.72,2.97,2019.9,31.0,36.0,Black,Drip,11572.08,762.21,Small,No,3,1770.93,4452602.9,952264.48,-3500338.42,Poor,North
159,Maharashtra,Pune,2024,Rabi,Maize,442.86,1514.58,3.42,863.6,26.3,38.1,Alluvial,Tube Well,21536.07,4107.34,Medium,Yes,9,2021.94,12661542.95,3062389.89,-9599153.06,Good,West
160,Punjab,Jalandhar,2024,Rabi,Jowar,286.78,321.19,1.12,1244.9,39.9,22.8,Sandy,Tube Well,43608.64,2424.12,Medium,Yes,11,2021.21,5655774.44,649192.44,-5006582.0,Poor,North
161,Uttar Pradesh,Lucknow,2024,Rabi,Wheat,101.76,316.47,3.11,1825.6,21.2,78.2,Black,Canal,9599.42,546.54,Small,No,4,2350.3,2057846.52,743799.44,-1314047.08,Poor,North
162,Andhra Pradesh,Kurnool,2024,Rabi,Wheat,75.67,296.63,3.92,2898.0,13.5,28.5,Black,Sprinkler,12216.66,808.27,Large,No,30,2091.35,2342842.99,620357.15,-1722485.84,Excellent,South
163,Maharashtra,Aurangabad,2020,Rabi,Barley,20.35,56.78,2.79,789.0,36.1,93.7,Alluvial,Canal,1776.58,198.01,Small,No,1,1986.25,351639.33,112779.28,-238860.05,Good,West
164,West Bengal,Siliguri,2023,Whole Year,Sugarcane,302.88,18711.93,61.78,2749.0,24.3,58.8,Sandy,Sprinkler,46928.96,2019.59,Small,No,5,320.34,27628912.65,5994179.66,-21634732.99,Average,East
165,Andhra Pradesh,Vijayawada,2020,Kharif,Cotton,418.65,205.14,0.49,2762.3,34.7,41.9,Laterite,Tube Well,40011.18,4669.54,Medium,No,11,6188.09,14418135.34,1269424.78,-13148710.56,Poor,South
166,Andhra Pradesh,Kurnool,2023,Kharif,Soybean,418.99,775.13,1.85,362.1,11.0,24.0,Sandy,Drip,67036.54,3402.69,Medium,No,10,4013.28,10994376.83,3110813.73,-7883563.1,Poor,South
167,Telangana,Hyderabad,2025,Rabi,Mustard,324.04,337.0,1.04,831.9,38.2,44.4,Clay,Sprinkler,32187.85,1665.96,Small,No,4,4362.57,6223635.05,1470186.09,-4753448.96,Average,South
168,Andhra Pradesh,Vijayawada,2018,Rabi,Jowar,281.17,345.84,1.23,2084.8,26.9,46.9,Alluvial,Sprinkler,45158.38,1088.86,Medium,No,8,1631.85,4266174.37,564359.0,-3701815.37,Good,South
169,Punjab,Bathinda,2024,Kharif,Pulses,340.7,432.69,1.27,2992.7,19.1,53.5,Laterite,Canal,41437.06,4068.74,Medium,No,7,6715.8,6263134.4,2905859.5,-3357274.9,Good,North
170,Telangana,Nizamabad,2022,Zaid,Tomato,420.48,9864.46,23.46,383.0,14.5,40.7,Sandy,Drip,72561.93,4581.34,Medium,No,7,1667.47,23440912.52,16448691.12,-6992221.4,Poor,South
171,Rajasthan,Kota,2022,Rabi,Barley,232.42,427.65,1.84,1939.8,30.3,69.7,Laterite,Drip,25581.73,2450.28,Small,No,1,1935.42,3836739.28,827682.36,-3009056.92,Poor,North
172,Rajasthan,Udaipur,2025,Rabi,Maize,431.33,888.54,2.06,1064.6,44.5,45.1,Black,Canal,44550.98,1424.77,Medium,No,6,1593.75,12374844.04,1416110.62,-10958733.42,Good,North
173,Andhra Pradesh,Nellore,2024,Rabi,Groundnut,482.7,492.35,1.02,678.3,23.1,21.1,Alluvial,Tube Well,32186.79,4076.03,Medium,No,9,4968.14,10397658.89,2446063.73,-7951595.16,Average,South
174,Maharashtra,Nagpur,2019,Zaid,Tomato,149.8,4264.81,28.47,1829.5,21.8,91.0,Red,Sprinkler,26883.03,957.52,Medium,No,10,724.86,7917116.91,3091390.18,-4825726.73,Poor,West
175,Madhya Pradesh,Indore,2020,Rabi,Wheat,355.84,1302.37,3.66,1956.9,37.0,69.9,Sandy,Canal,47211.35,2914.06,Small,No,4,2066.59,7908441.21,2691464.82,-5216976.39,Good,Central
176,West Bengal,Howrah,2021,Rabi,Potato,151.26,3955.45,26.15,882.9,31.2,31.0,Black,Tube Well,21271.28,347.15,Small,Yes,2,1551.84,9823575.35,6138225.53,-3685349.82,Poor,East
177,Rajasthan,Udaipur,2022,Kharif,Maize,274.52,1358.87,4.95,1493.9,18.2,21.0,Black,Canal,43081.11,2294.78,Small,Yes,5,1606.93,8418680.51,2183608.97,-6235071.54,Good,North
178,Karnataka,Belagavi,2022,Kharif,Bajra,50.8,48.77,0.96,942.6,38.1,45.0,Clay,Canal,2707.63,474.48,Small,No,2,1597.2,962420.03,77895.44,-884524.59,Poor,South
179,Maharashtra,Pune,2023,Kharif,Tomato,92.25,3075.62,33.34,888.3,23.5,88.1,Laterite,Drip,5150.13,798.69,Small,No,2,834.83,7093373.41,2567619.84,-4525753.57,Excellent,West
180,Andhra Pradesh,Nellore,2020,Rabi,Barley,389.8,1325.32,3.4,2651.9,35.5,91.3,Laterite,Rain-fed,21755.22,2153.3,Small,No,3,1506.18,9231759.2,1996170.48,-7235588.72,Good,South
181,West Bengal,Asansol,2021,Kharif,Pulses,260.03,317.24,1.22,1355.3,35.4,58.6,Clay,Rain-fed,15812.85,2623.91,Large,No,10,6608.5,3528418.25,2096480.54,-1431937.71,Average,East
182,Odisha,Sambalpur,2020,Rabi,Wheat,161.0,479.78,2.98,1570.1,29.3,50.3,Red,Canal,16787.99,1580.03,Small,No,4,1989.64,6061983.8,954589.48,-5107394.32,Poor,East
183,Punjab,Ludhiana,2024,Kharif,Groundnut,279.01,270.64,0.97,1852.2,31.7,44.4,Sandy,Tube Well,19240.3,2339.84,Large,No,11,5724.88,9113795.13,1549381.52,-7564413.61,Average,North
184,Bihar,Darbhanga,2025,Rabi,Potato,358.24,8357.74,23.33,743.1,21.9,86.4,Alluvial,Tube Well,40509.03,3124.95,Small,No,2,1457.47,22309513.04,12181155.32,-10128357.72,Good,East
185,Maharashtra,Kolhapur,2021,Kharif,Cotton,465.18,237.24,0.51,2366.1,35.1,28.6,Laterite,Canal,78953.94,4750.48,Medium,No,11,5914.78,20808852.36,1403222.41,-19405629.95,Average,West
186,Karnataka,Bengaluru,2018,Rabi,Jowar,419.57,629.36,1.5,2771.4,16.2,66.3,Clay,Drip,22865.54,3454.21,Medium,No,10,1793.07,6750854.84,1128486.54,-5622368.3,Average,South
187,Madhya Pradesh,Jabalpur,2024,Kharif,Soybean,226.97,301.87,1.33,2130.0,36.2,43.9,Clay,Tube Well,36428.47,2004.29,Large,No,16,3709.71,5512420.15,1119850.16,-4392569.99,Average,Central
188,Assam,Silchar,2020,Rabi,Jowar,355.47,607.85,1.71,1790.1,43.0,76.8,Clay,Tube Well,28448.23,3668.56,Medium,No,4,1766.61,3743330.15,1073833.89,-2669496.26,Excellent,Northeast
189,Maharashtra,Nagpur,2022,Kharif,Pulses,74.07,83.7,1.13,691.6,28.9,48.7,Laterite,Canal,9351.73,624.47,Medium,No,12,5972.22,1267280.15,499874.81,-767405.34,Average,West
190,West Bengal,Durgapur,2018,Rabi,Mustard,194.39,437.38,2.25,1006.7,29.3,21.0,Alluvial,Drip,24663.94,1864.23,Large,No,30,4845.55,3980392.59,2119346.66,-1861045.93,Good,East
191,Tamil Nadu,Tiruchirappalli,2021,Rabi,Onion,147.79,2785.84,18.85,642.2,16.1,61.1,Laterite,Canal,14777.68,1052.65,Small,No,3,907.34,6895627.71,2527704.07,-4367923.64,Average,South
192,Punjab,Amritsar,2023,Rabi,Barley,387.06,1312.13,3.39,973.3,37.6,64.0,Black,Sprinkler,43952.72,4461.59,Small,No,2,1707.97,7884551.36,2241078.68,-5643472.68,Excellent,North
193,Madhya Pradesh,Bhopal,2023,Kharif,Soybean,147.49,292.03,1.98,1477.1,29.6,80.2,Clay,Canal,8268.45,708.85,Small,No,5,3743.83,2288809.44,1093310.67,-1195498.77,Average,Central
194,Gujarat,Ahmedabad,2024,Whole Year,Sugarcane,13.33,1098.13,82.38,1591.5,27.8,58.9,Alluvial,Drip,1130.97,25.4,Small,No,5,333.32,1134080.72,366028.69,-768052.03,Excellent,West
195,Telangana,Warangal,2024,Zaid,Tomato,103.58,3748.56,36.19,2250.0,25.2,85.3,Black,Drip,4487.65,920.37,Small,Yes,2,2012.48,6745510.81,7543902.03,798391.22,Excellent,South
196,Maharashtra,Aurangabad,2024,Kharif,Bajra,217.08,373.38,1.72,1651.0,32.4,69.5,Clay,Tube Well,10066.51,2242.6,Small,No,3,1872.14,2824972.12,699019.63,-2125952.49,Excellent,West
197,Bihar,Muzaffarpur,2024,Kharif,Groundnut,237.52,289.77,1.22,1233.9,37.9,63.7,Clay,Drip,19412.01,2554.95,Large,No,30,5059.7,8133154.27,1466149.27,-6667005.0,Average,East
198,Tamil Nadu,Coimbatore,2019,Kharif,Rice,286.79,934.94,3.26,346.9,17.4,79.3,Clay,Sprinkler,19972.97,3143.77,Large,Yes,15,2013.5,8284366.31,1882501.69,-6401864.62,Good,South
199,Bihar,Darbhanga,2018,Kharif,Tomato,322.69,8277.0,25.65,827.0,16.9,66.4,Alluvial,Sprinkler,18699.92,2649.35,Small,No,2,1113.12,19610713.27,9213294.24,-10397419.03,Average,East
200,Maharashtra,Kolhapur,2020,Rabi,Barley,404.04,1034.34,2.56,1008.3,37.5,77.0,Clay,Rain-fed,31812.16,2001.75,Medium,No,11,1731.42,7510059.57,1790876.96,-5719182.61,Average,West
201,Tamil Nadu,Chennai,2020,Rabi,Pulses,421.05,336.84,0.8,1662.0,19.2,90.9,Black,Canal,69428.92,4355.96,Medium,No,10,6923.0,5948428.87,2331943.32,-3616485.55,Good,South
202,Maharashtra,Kolhapur,2025,Rabi,Pulses,183.54,218.41,1.19,2226.4,20.2,57.2,Sandy,Canal,17537.23,1197.39,Medium,No,6,6893.02,2460116.37,1505504.5,-954611.87,Good,West
203,Andhra Pradesh,Kurnool,2020,Rabi,Potato,469.65,10698.63,22.78,772.1,19.3,38.7,Clay,Drip,52837.47,4558.45,Small,No,1,831.92,27923389.45,8900404.27,-19022985.18,Excellent,South
204,Tamil Nadu,Madurai,2022,Rabi,Barley,188.95,525.28,2.78,2704.9,12.7,40.1,Red,Tube Well,18293.74,1887.54,Small,No,5,1503.3,4500853.7,789653.42,-3711200.28,Good,South
205,Madhya Pradesh,Indore,2022,Kharif,Cotton,94.27,59.39,0.63,443.2,18.1,84.9,Clay,Canal,10125.76,590.79,Small,No,4,5044.89,2929780.4,299616.02,-2630164.38,Good,Central
206,Uttar Pradesh,Kanpur,2018,Rabi,Mustard,28.9,31.5,1.09,2878.9,31.0,65.1,Black,Sprinkler,4988.59,97.76,Medium,No,11,4204.68,644575.07,132447.42,-512127.65,Average,North
207,Bihar,Darbhanga,2020,Rabi,Barley,84.69,302.34,3.57,1829.9,12.4,50.3,Red,Canal,3583.98,571.64,Large,No,14,1802.76,1420608.85,545046.46,-875562.39,Average,East
208,Andhra Pradesh,Vijayawada,2019,Rabi,Wheat,330.04,1382.87,4.19,103.5,42.8,74.3,Laterite,Tube Well,32639.56,3506.04,Medium,No,11,2273.73,8865619.28,3144273.01,-5721346.27,Good,South
209,West Bengal,Asansol,2019,Kharif,Groundnut,128.0,326.4,2.55,343.1,30.9,63.5,Alluvial,Drip,5218.01,1175.05,Small,No,5,4510.79,3816728.55,1472321.86,-2344406.69,Good,East
210,Rajasthan,Udaipur,2023,Rabi,Wheat,213.61,679.28,3.18,1654.7,29.8,69.0,Clay,Rain-fed,31122.14,1184.58,Medium,No,9,2135.46,6132248.13,1450575.27,-4681672.86,Poor,North
211,Andhra Pradesh,Guntur,2024,Rabi,Potato,427.64,11747.27,27.47,1395.1,34.5,32.9,Red,Tube Well,41087.02,2019.67,Medium,No,4,928.59,29480264.67,10908397.45,-18571867.22,Excellent,South
212,Haryana,Hisar,2025,Rabi,Mustard,44.98,57.12,1.27,1866.2,35.4,94.5,Laterite,Tube Well,5931.27,186.72,Large,Yes,15,5425.4,720447.92,309898.85,-410549.07,Average,North
213,Bihar,Darbhanga,2022,Kharif,Cotton,392.2,254.93,0.65,1884.1,33.6,48.8,Clay,Canal,69258.77,766.86,Small,No,4,5810.9,13730043.31,1481372.74,-12248670.57,Excellent,East
214,West Bengal,Kolkata,2019,Rabi,Jowar,363.34,595.88,1.64,1107.7,38.5,38.1,Red,Rain-fed,61825.91,2661.09,Small,No,1,1891.04,5461614.85,1126832.92,-4334781.93,Good,East
215,Haryana,Sirsa,2022,Rabi,Mustard,347.4,618.37,1.78,2332.9,36.5,96.9,Laterite,Rain-fed,57499.33,3641.54,Small,No,4,4760.39,8317443.97,2943682.36,-5373761.61,Good,North
216,Madhya Pradesh,Jabalpur,2024,Kharif,Soybean,350.71,438.39,1.25,1256.9,36.2,47.4,Sandy,Drip,37426.99,1714.59,Large,No,16,3999.0,6170975.68,1753121.61,-4417854.07,Poor,Central
217,Odisha,Rourkela,2021,Kharif,Cotton,417.64,221.35,0.53,2358.9,14.2,26.3,Clay,Rain-fed,52595.82,3928.61,Small,Yes,4,6391.76,21906483.45,1414816.08,-20491667.37,Average,East
218,Andhra Pradesh,Guntur,2025,Rabi,Maize,199.54,524.79,2.63,1624.6,24.8,95.2,Black,Tube Well,17683.33,2088.07,Medium,No,5,1718.95,4876954.8,902087.77,-3974867.03,Average,South
219,Punjab,Amritsar,2024,Rabi,Barley,163.39,403.57,2.47,1690.8,18.3,57.7,Sandy,Sprinkler,14905.97,1059.82,Small,No,3,1682.54,3105378.24,679022.67,-2426355.57,Average,North
220,Andhra Pradesh,Visakhapatnam,2021,Zaid,Tomato,360.69,10799.06,29.94,2583.3,16.9,84.0,Clay,Drip,38311.84,399.34,Small,Yes,5,1551.93,22374216.37,16759385.19,-5614831.18,Good,South
221,Odisha,Puri,2018,Kharif,Groundnut,345.58,666.97,1.93,1482.0,32.0,56.0,Alluvial,Sprinkler,31286.98,2475.68,Large,No,10,5117.64,8731547.77,3413312.35,-5318235.42,Average,East
222,Andhra Pradesh,Visakhapatnam,2020,Zaid,Onion,178.2,3437.48,19.29,2235.9,41.1,50.5,Alluvial,Rain-fed,22887.96,462.13,Small,No,3,1448.36,8964841.67,4978708.53,-3986133.14,Good,South
223,Assam,Guwahati,2019,Rabi,Maize,114.88,327.41,2.85,875.7,32.6,41.7,Laterite,Sprinkler,16623.75,773.18,Small,No,1,1375.02,2445195.61,450195.3,-1995000.31,Average,Northeast
224,West Bengal,Kolkata,2021,Rabi,Maize,52.4,231.08,4.41,1690.5,10.9,51.8,Black,Canal,4021.35,141.9,Medium,No,8,1437.61,1484298.39,332202.92,-1152095.47,Good,East
225,Uttar Pradesh,Kanpur,2020,Kharif,Rice,332.11,1036.18,3.12,1480.8,44.1,63.2,Alluvial,Tube Well,33967.64,3874.05,Medium,No,11,1941.73,12526200.42,2011981.79,-10514218.63,Average,North
226,Tamil Nadu,Tiruchirappalli,2022,Rabi,Mustard,241.34,241.34,1.0,992.8,24.4,32.5,Black,Canal,27335.2,2254.41,Small,No,5,4009.98,5604128.13,967768.57,-4636359.56,Poor,South
227,Karnataka,Belagavi,2018,Zaid,Onion,399.18,9185.13,23.01,1689.8,16.6,90.6,Laterite,Rain-fed,29932.69,3538.46,Medium,No,7,1241.87,18185037.92,11406737.39,-6778300.53,Excellent,South
228,Bihar,Darbhanga,2022,Whole Year,Sugarcane,207.04,14055.95,67.89,939.8,32.3,69.4,Alluvial,Tube Well,22542.4,937.29,Small,No,1,298.59,13269388.12,4196966.11,-9072422.01,Average,East
229,West Bengal,Siliguri,2018,Kharif,Cotton,76.19,35.81,0.47,1003.6,38.0,99.8,Laterite,Canal,6570.23,783.16,Large,Yes,22,5883.48,2651778.27,210687.42,-2441090.85,Poor,East
230,Odisha,Sambalpur,2018,Rabi,Wheat,193.01,677.47,3.51,2984.2,17.0,78.8,Black,Tube Well,25716.87,635.57,Small,No,3,1895.17,6390226.69,1283920.82,-5106305.87,Poor,East
231,Tamil Nadu,Tiruchirappalli,2019,Whole Year,Sugarcane,319.62,25019.85,78.28,2604.6,17.6,29.0,Clay,Rain-fed,27305.74,908.03,Small,Yes,2,297.29,29193774.25,7438151.21,-21755623.04,Good,South
232,Andhra Pradesh,Visakhapatnam,2023,Rabi,Onion,125.11,2617.3,20.92,1081.4,43.9,80.8,Black,Canal,11231.43,336.93,Small,Yes,4,1498.69,6845274.25,3922521.34,-2922752.91,Average,South
233,Bihar,Muzaffarpur,2021,Whole Year,Rice,179.73,679.38,3.78,1507.4,25.3,43.6,Clay,Rain-fed,11964.38,548.7,Small,No,3,2107.36,6645264.93,1431698.24,-5213566.69,Average,East
234,Uttar Pradesh,Lucknow,2020,Kharif,Bajra,409.89,696.81,1.7,2350.2,27.7,78.7,Black,Tube Well,65564.41,3908.79,Small,No,5,1891.43,4877155.9,1317967.34,-3559188.56,Average,North
235,Bihar,Darbhanga,2020,Rabi,Barley,161.98,366.07,2.26,1617.3,12.3,86.8,Red,Drip,26287.57,522.04,Small,Yes,5,2053.44,3223255.63,751702.78,-2471552.85,Average,East
236,Andhra Pradesh,Guntur,2018,Kharif,Soybean,303.37,558.2,1.84,705.3,27.2,91.2,Black,Rain-fed,46155.56,505.93,Medium,No,10,4322.03,7682919.42,2412557.15,-5270362.27,Excellent,South
237,Andhra Pradesh,Guntur,2018,Rabi,Potato,417.39,6649.02,15.93,1606.5,13.5,38.5,Laterite,Drip,27980.46,3433.3,Medium,No,12,1399.36,21894417.01,9304372.63,-12590044.38,Good,South
238,Telangana,Khammam,2023,Kharif,Pulses,351.57,239.07,0.68,2398.1,29.2,60.4,Clay,Drip,40341.27,2671.61,Large,No,27,7478.66,5360226.45,1787923.25,-3572303.2,Average,South
239,Bihar,Muzaffarpur,2023,Rabi,Barley,282.01,812.19,2.88,2785.8,18.9,96.9,Laterite,Rain-fed,11288.12,389.54,Small,Yes,2,2217.08,5077121.81,1800690.21,-3276431.6,Good,East
240,Odisha,Rourkela,2018,Zaid,Onion,459.64,8953.79,19.48,1757.7,13.3,56.8,Red,Drip,35437.48,4957.62,Small,No,3,1019.48,20681481.67,9128209.83,-11553271.84,Average,East
241,West Bengal,Kolkata,2023,Zaid,Onion,87.28,2008.31,23.01,1771.1,41.8,67.6,Alluvial,Canal,12420.86,640.56,Small,Yes,3,1640.93,3963650.38,3295496.13,-668154.25,Average,East
242,Odisha,Cuttack,2018,Kharif,Pulses,28.01,24.93,0.89,1738.2,21.4,75.8,Red,Canal,3761.99,335.31,Large,No,28,6261.82,398326.18,156107.17,-242219.01,Average,East
243,Gujarat,Surat,2020,Kharif,Soybean,238.45,424.44,1.78,861.4,23.9,54.8,Clay,Drip,34976.94,1499.89,Small,No,5,3696.1,5486247.8,1568772.68,-3917475.12,Average,West
244,Madhya Pradesh,Bhopal,2019,Whole Year,Sugarcane,162.38,10640.76,65.53,2048.1,24.8,47.9,Alluvial,Sprinkler,19995.93,205.62,Small,No,5,362.16,14957120.74,3853657.64,-11103463.1,Average,Central
245,Karnataka,Bengaluru,2021,Kharif,Cotton,78.84,29.17,0.37,2244.8,18.5,69.7,Red,Sprinkler,3305.18,680.53,Small,No,1,5663.75,3823765.59,165211.59,-3658554.0,Good,South
246,Tamil Nadu,Tiruchirappalli,2022,Rabi,Jowar,311.9,633.16,2.03,2038.0,23.2,92.5,Sandy,Canal,23630.76,518.13,Small,No,3,1537.16,5161189.8,973268.23,-4187921.57,Excellent,South
247,Gujarat,Rajkot,2023,Zaid,Tomato,10.52,339.16,32.24,770.4,23.3,98.1,Black,Sprinkler,1134.61,79.62,Small,No,4,1428.89,735731.16,484622.33,-251108.83,Excellent,West
248,Assam,Nagaon,2022,Kharif,Soybean,197.31,250.58,1.27,1120.5,31.9,38.9,Sandy,Sprinkler,30319.64,1555.54,Large,No,10,4444.14,5394162.09,1113612.6,-4280549.49,Good,Northeast
249,Rajasthan,Udaipur,2020,Rabi,Wheat,260.84,1238.99,4.75,2090.9,24.6,65.8,Laterite,Sprinkler,43654.95,1205.64,Small,No,2,2148.62,8428490.43,2662118.69,-5766371.74,Excellent,North
250,Uttar Pradesh,Meerut,2020,Kharif,Groundnut,328.46,413.86,1.26,296.7,28.7,77.6,Red,Sprinkler,51743.34,854.24,Small,No,4,5941.79,8063765.78,2459069.21,-5604696.57,Poor,North
